X,Y,OBJECTID,GLOBALID,REQUESTID,REQUESTTYPE,REQUESTDATE,STATUS,STREETSEGID,COMMENTS,USERTYPE
-76.976462462414,38.898900168196,47511,{ECDFE416-FB97-477B-B276-FF06AE704803},47511,Poor visibility,2018/06/19 15:28:59+00,Unassigned,9923,Vehicles that are turning left from 19th St NE to Benning Rd NE cannot fully see on coming traffic. This is a very dangerous intersection that needs to be redesigned.,Car Driver
-76.9766257074567,38.8989381369854,47512,{20FAE089-21ED-4E2C-836A-0AC07E827A9C},47512,Jaywalking,2018/06/19 15:29:59+00,Unassigned,9280,"There is no crosswalk on the West side of the intersection, so people jaywalk.",Pedestrian
-76.9766959781002,38.8989509654185,47513,{DA15BFAF-A7A4-454B-8A5F-D4C2F1606AA9},47513,Other Driving Issue,2018/06/19 15:32:02+00,Unassigned,9280,"Left turns from 19th to Benning often result in Westbound cars being stuck in the intersection, blocking Eastbound traffic.",Car Driver
-76.974174375267,38.8986560626623,47514,{E9BDB5A5-61F5-4C9E-8713-0B4C50B72B72},47514,Long distance to cross,2018/06/19 15:34:34+00,Unassigned,6683,North-South crossings on Benning Road are very long and unfriendly toward pedestrians.,Pedestrian
-76.9772620273947,38.8932681325277,47521,{F0C0B6EB-CD9B-4FDE-A504-39D666146927},47521,Other Driving Issue,2018/06/19 20:46:42+00,Unassigned,11515,Eastbound left-turning vehicles conflict with Westbound bicyclists and pedestrians. We need to make EB left turns signalized.,Biker
-77.0218976985261,38.9162488317408,47809,{C586FF59-77EE-4658-BAAE-15BC1B7954EA},47809,Failure to stop for pedestrians,2018/06/21 19:57:38+00,Unassigned,2329,"Cars coming southbound on Georgia that are turning continue after their light is red, which is when pedestrians can cross Florida",Pedestrian
-76.9924321160941,38.9255916640509,48129,{F168D74C-F5F1-4F17-9516-47E882C40AE8},48129,Failure to stop for pedestrians,2018/07/25 14:12:53+00,Unassigned,2418,Cars turning often fail to yield to pedestrians and bikes in all directions. I have almost been hit here a number of times.,Biker
-76.9906852672575,38.9285963516635,48449,{85AE7EBE-9752-49A9-B79C-9CFCAB94794F},48449,Stop sign running,2018/07/26 16:30:59+00,Unassigned,12637,,Pedestrian
-76.9868141002831,38.8989239294964,48465,{C2B858CE-5222-4B48-818D-59C3C71002EF},48465,Blocking the bikebox,2018/07/26 19:03:19+00,Unassigned,4606,,Biker
-76.9530036344189,38.8662870424246,48769,{EF2FFAE7-A18B-4ABD-AA9B-82AFFEBABBFE},48769,Failure to stop for pedestrians,2018/08/14 06:31:38+00,Unassigned,12627,"This crosswalk is absolutely terrifying and dangerous.  It is supposed to link two sides of Fort Circle trail (and give pedestrians a direct path to the local library) but cars go so fast, rarely stop, and there’s never any enforcement.  Please help!",Pedestrian
12.0987563654563,49.0148083259178,49089,{BAF1B823-9758-4621-9A59-55E3E9521813},Schlechte Sicht,Poor visibility,2018/09/16 16:30:00+00,Unassigned,,,Pedestrian
12.0967500733953,49.0155401327926,49090,{469CD8E3-7C23-4829-8236-D42DC238973E},Parkhaus Petersweg,Double parking,2018/09/16 16:30:00+00,Unassigned,,,Car Driver
12.0990854545061,49.0146793023786,49091,{93011EEF-5883-4185-8F54-998FC8E9616C},Zebrastreifen,Speeding,2018/09/16 16:30:00+00,Unassigned,,Überhöhte Geschwindigkeit,Car Driver
12.0996471759485,49.0116592849713,49105,{CC91AE57-901B-4A5B-AB09-17D712A5C66A},Übergang Bahngleise,Long distance to cross,2018/09/16 16:30:00+00,Unassigned,,erhöhter Zeitaufwand beim Gleiswechsel wegen der anderen Fußgänger,Pedestrian
12.1017247165309,49.0134416212484,49409,{24E9F357-BAA8-4158-836D-2A83D62E9CB7},Ecke Galgenberg Hemauer,Other Biking Issue,2018/09/16 04:30:00+00,Unassigned,,"Biker fahren auch bei Rot über die Kreuzung, abbiegende PKW's !",Biker
12.0883813946606,49.0130283054587,49729,{03138B9B-C08B-424B-AC20-C522CB9328DB},,Other Biking Issue,1970/01/01 00:00:00+00,,,,
12.0970717516655,49.0125216448104,49730,{5FF8979B-9C5A-4676-AAE4-AD4170B0255D},Haltestelle Fernbusse,Cyclist behavior,2018/09/16 16:30:00+00,Unassigned,,Die Radfahrer haben das Nachsehen. Viele von ihnen weichen auf den Fußweg aus.,Biker
12.0882741054961,49.0128312717409,49745,{C3C04C78-831D-43FB-BC8C-74F3846FFD68},Schwierige Fahrradstelle,Other Biking Issue,2018/09/16 16:30:00+00,Unassigned,,Ecke Kumpfmühler Straße/Fritz Fendt-Straße,
12.1016851513363,49.0173628519883,49746,{36BFB889-831C-471C-8472-A77DE5549E9F},D.-Martin-Luther-Straße,Cyclist behavior,2018/09/16 16:30:00+00,Unassigned,,"Keine Führung des Radverkehrs vom Dachauplatz Richtung Galgenbergbrücke, Stress mit Auto- und Busverkehr, zu wenig Platz, Gefahr durch Rechtsabbieger",Biker
12.0886603433789,49.0190233900058,49747,{685647EA-C91D-4A03-AD82-448E69985C87},Jacobsstraße,Cyclist behavior,2018/09/16 16:30:00+00,Unassigned,,"Starker Verkehr, kein Platz für Radfahrer",Biker
-77.3141281257319,38.8053628812126,50049,{562A0499-4E2D-44B6-9412-B7C6925DBF45},,Cyclist behavior,1970/01/01 00:00:00+00,,,,
-76.9679001286144,38.9277843592825,50369,{E085BA74-0908-4956-87C7-CDE38B3DB8EF},50369,Accessibility Issue,2018/09/21 11:10:11+00,Unassigned,8485,Sidewalk blocked with garbage cans weekly.,Biker
-77.0438033762649,38.9613319568403,50689,{A94718B7-45AC-45C7-A0D1-8084D13D7666},50689,Other Walking Issue,2018/09/25 15:21:33+00,Unassigned,9410,"SE of this location, at the western side of Rock Creek on Joyce Rd NW, a trail crosses the road without a sidewalk.  Pedestrians have a hard time seeing cars due to the angle of the road.  Crosswalk needed.",Pedestrian
-77.0259855514151,38.9056512732626,51009,{C33C8E56-2766-4F7F-8594-6F395543F1D8},51009,Red light running,2018/10/31 01:35:22+00,Unassigned,8440,Drivers headed south on 10th regularly turn left on red onto M (a two way street),Pedestrian
-77.0270521581602,38.9039563185395,51010,{52E06506-C905-46A4-8915-A23D203FD975},51010,Cyclist behavior,2018/10/31 01:37:31+00,Unassigned,748,"Westbound cyclists run this red light often, without slowing down through a crowded crosswalk",Pedestrian
-77.0219080231694,38.8832455504183,51329,{ED961E9C-1AA4-4D1B-A68D-DC9681E8AC07},51329,Red light running,2018/10/31 13:12:38+00,Unassigned,6906,"Left turn from NB 7th onto Frontage Rd. is a very short light (map placed this marker at incorrect intersection). Not only do cars run the red to try to squeeze extra time, but they frequently run the red arrow.",Pedestrian
-77.0219245228441,38.8793030487369,51330,{188D85C6-B937-4127-8B23-3E9D42844D66},51330,Failure to stop for pedestrians,2018/10/31 13:15:42+00,Unassigned,57,Lack of left turn signal from SB 7th onto I means cars are competing to cross in front of NB traffic while pedestrians are crossing I.,Pedestrian
-77.0501034578369,38.9072541611406,51649,{88C25097-2E08-4A1B-8FFC-C36D718B7BE7},51649,Other Walking Issue,2018/11/01 15:18:48+00,Unassigned,9733,"The light was changed to give a left turn before pedestrians can cross.  Pedestrians instead cross first because that is normal.  Need normal turn pattern - pedestrians first, countdown to stop them, then left turn across the crosswalk.",Pedestrian
-77.0416729821247,38.9096509336009,51969,{4426B1B3-CDF0-4A98-BE74-83F6C2DAB03D},51969,Not enough time to cross,2018/11/21 19:22:48+00,Unassigned,641,"The light is poorly timed here for pedestrians walking north.  If you cross MA Ave, then make your way to P street, you will hit P just as the hand starts flashing if you are walking very fast.  Cars then are furious-- have had multiple close calls",Pedestrian
-77.0641041343749,38.9127087189463,52289,{09FAA3E6-E2FA-4A93-A5F2-6DCB41FAB69C},52289,Speeding,2018/11/27 16:37:28+00,Unassigned,13158,"Drivers regularly exceed speed limit on the 1600 block of 32nd St. It's a one-way, downhill street and vehicles FLY. Drivers regularly run stop signs at 32nd and Reservoir (there's no crosswalk at this intersection and it's dangerous for peds).",Pedestrian
-77.077189459675,38.9357084249601,52609,{8F296B54-FB77-41E2-B658-79B3B20307DD},52609,Accessibility Issue,2018/11/29 15:51:12+00,Unassigned,8082,gap in sidewalk on east side of 39th Street. Kids walk to playground this way and are forced to walk in the street,Pedestrian
-77.0520480570337,38.9118554949227,52929,{C3A177F0-BC08-441B-B72D-F90A221DC407},52929,Other Biking Issue,2018/12/06 14:41:26+00,Unassigned,9755,please add a stop sign on both ramps to allow trail users to cross the street. cars often go through at high speed without looking.,Biker
-77.0493430962981,38.9096428500067,52930,{E7B9FE6A-3F07-4A6F-93C4-F8E47D145B8B},52930,Other Biking Issue,2018/12/06 14:59:11+00,Unassigned,11675,Going EB no room to go around cars to get to the light b/c the cars are 2 close together & don't leave room on either side. I always have to go into the WB opp traffic lane to get around. I have seen bikes bump into cars & fall trying to get around,Biker
-77.0484855275085,38.9117569422214,52931,{069B8B32-BBF2-417A-B1F8-3200C346AB9F},52931,Other Biking Issue,2018/12/06 15:09:25+00,Unassigned,15564,Can we please get a bike lane on florida ave both ways? The road quality is TERRIBLE and the drivers are extremely aggressive. This connection would work nicely with the proposed 20th/21st/22nd bike lane project,Biker
-77.0345546963741,38.9118783733265,52932,{7CE2646B-BB89-44E3-BE84-A992B0391281},52932,Other Biking Issue,2018/12/06 15:11:42+00,Unassigned,5342,I am so frickin tired of cars blocking the bike lanes in this city. Can we get some enforcement? R street is notorious for this,Biker
-77.0332468345439,38.9126186979333,52933,{3A414A13-8B56-4D5A-A3AB-070B8C94C4AB},52933,Other Biking Issue,2018/12/06 15:13:45+00,Unassigned,697,"can we please get some enforcement of cars blocking the bike lane? it is really unsafe not to mention very annoying and no one cares, especially not the guy blocking the lane. the entitled attitude of drivers in this town is getting really old",Biker
-77.0239702558431,38.9155777760397,52934,{7343A095-61B8-4EAF-8FAA-6751C6400CBD},52934,Speeding,2018/12/06 15:25:52+00,Unassigned,1752,cars and drivers are too aggressive in this city. people come from out of town rural/suburban areas and expect to go 50mph everywhere. If you get in their way be prepared to get run over. When are things going to change? IS ANYONE LISTENING DDOT?,Pedestrian
-77.0229480584978,38.9155790622779,52935,{5A7B2021-4E42-497F-B4FE-894FD8474247},52935,Speeding,2018/12/06 15:28:09+00,Unassigned,9670,"Does anyone notice a theme here? How many comments here are from motorists? I'll tell you, almost none. Do you know why? It's because motorists and cars get all the rights, vulnerable road users have to fight to get simple protections. FIX THIS NOW",Biker
-77.0708706797002,38.9044116901953,52936,{4B971DAE-32EE-4E29-A78F-051243CE16E3},52936,Blocking the bikebox,2018/12/06 15:30:29+00,Unassigned,4512,"cars will block the access to the trail here. they also back into the road without yielding to bikes accessing the trail. there is not enough room for 2 bikes to get thru the gate at once, which already makes it difficult to get on the trail.",Biker
-77.003516958421,38.889816014062,53249,{6CFE43E3-4980-4A57-8E67-56359720E786},53249,Other Biking Issue,2018/12/07 12:16:36+00,Unassigned,3699,Truck with trailer blocking the bike lane,Biker
-77.003516958421,38.889816014062,53250,{8ACD180E-3EBB-487B-A1A7-61E5BED682E5},53250,Other Biking Issue,2018/12/07 12:17:08+00,Unassigned,3699,Box truck blocking the bike lane,Biker
-77.0255508260923,38.8816604319875,53251,{27813674-F4B1-48E6-94F3-875A5E097B19},53251,Other Driving Issue,2018/12/07 12:18:07+00,Unassigned,4525,Cars parked in the bike lane,Biker
-77.0255508260923,38.8816604319875,53252,{93A0AC43-C521-4C44-8A7E-19352678F069},53252,Other Biking Issue,2018/12/07 12:18:34+00,Unassigned,4525,Tour bus parked in the bike lane,Biker
-77.0071685623151,38.8989208761297,53253,{F805F8A6-34CE-49BC-9B90-3B7B65E166D1},53253,Other Driving Issue,2018/12/07 12:20:00+00,Unassigned,9000,"Car driving northbound in bike lane, got stuck at the bollard, reversed up bike lane",Pedestrian
-77.0640328619111,38.9121096915555,53569,{5293B645-1B0C-44D6-B7FD-B4D7DD1494D2},53569,Poor visibility,2018/12/12 02:08:56+00,Unassigned,691,No parking sign missing / illegally parked cars too close to intersection and overgrown hedges obstruct drivers' view on Scott Place turning onto 32nd St. Very dangerous for peds on sidewalk/cars coming south on 32nd.,Pedestrian
-76.9883135141166,38.8935830547809,53889,{4A8F49E8-66D3-44C8-8C18-E3126879BFBE},53889,Speeding,2018/12/18 14:18:50+00,Unassigned,11927,The intersection at 13th and C has a bus stop on the NE corner that is regularly used as a passing lane by drivers who speed around to move forward in the queue. There are also issues with RTOR and conflicts with pedestrians.,Car Driver
-76.9883522956311,38.8920111319861,53890,{661737D8-1A9A-4A4E-91ED-A0EAFB5D44F3},53890,Other Biking Issue,2018/12/18 14:21:12+00,Unassigned,10776,"The bike lane northbound on 13th St ends abruptly, forcing bikes to merge into traffic.  With a school near by it is very dangerous and likely reduces the number of families willing to commute by bike to school. Please extend the bike lane northward.",Car Driver
-76.9855108008791,38.8935828308962,53891,{4090EFB8-C294-4F90-BFC3-AC7A3AA6F9E7},53891,Speeding,2018/12/18 14:23:14+00,Unassigned,8314,"Excessive speeding on C St NE, putting pedestrians and cyclists at risk. Happens early in the morning and late at night, when traffic is lighter and flow is not slow enough.",Pedestrian
-76.9892587457911,38.892020373148,53892,{8EA2F499-B26D-4EE8-9706-A55AB6E8CE0D},53892,Failure to stop for pedestrians,2018/12/18 14:25:52+00,Unassigned,627,Drivers heading south on 12th Place look left at westbound traffic on Constitution and have nearly hit multiple children in the crosswalk at 12th Place. They roll the stop sign and never look right.,Pedestrian
-76.9883522956311,38.8920111319861,53893,{0BBB337A-3736-4246-9A11-E408E3B73E48},53893,Failure to stop for pedestrians,2018/12/18 14:27:41+00,Unassigned,4195,"Drivers and children regularly conflict at this crosswalk, where an 11-year old was nearly killed in 2016. Please address the area around the school prior to the return to the building (due to construction) in Aug 2019.",Pedestrian
-76.9807641085544,38.8920173915498,53894,{CC7F5BA4-3A3F-4D44-BE57-51FB1AC8E761},53894,Red light running,2018/12/18 14:29:42+00,Unassigned,9267,"Double threat crosswalk, excessive speeds and red light running make the intersection at 17th and Constitution NE very dangerous. With 100+ students at 3 schools nearby this needs to be addressed urgently.",Pedestrian
-76.9772591240708,38.8920120765859,53895,{5DC701DF-BD67-459A-9610-E98A638CBD5A},53895,Failure to stop for pedestrians,2018/12/18 14:31:00+00,Unassigned,1727,"There is no stop sign here, despite location near multiple schools and the D6 bus stop. Drivers almost never stop.  Please consider adding a 4-way stop.",Pedestrian
-76.9883134312834,38.894792608572,53896,{BB9F30B0-9656-4ABE-9F6E-B41028938307},53896,Other Biking Issue,2018/12/18 14:36:06+00,Unassigned,8767,East bound D street bike lane abruptly ends here at 13th.  Please extend all the way to the Anacostia trail as this is a key bike artery to get to RFK/trail.,Biker
-76.9807663179481,38.8898078176835,53897,{E669EAB6-C847-4BD4-84DC-2865951786F2},53897,Red light running,2018/12/18 14:44:08+00,Unassigned,6545,Long light cycle means drivers heading south run light.  A lot.  Particularly bad in the morning and evening rush hour.,Pedestrian
