,OBJECTID_left,CRIMEID,CCN,REPORTDATE,ROUTEID,MEASURE,OFFSET,STREETSEGID,ROADWAYSEGID,FROMDATE,TODATE,MARID,ADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,WARD,EVENTID,MAR_ADDRESS,MAR_SCORE,MAJORINJURIES_BICYCLIST,MINORINJURIES_BICYCLIST,UNKNOWNINJURIES_BICYCLIST,FATAL_BICYCLIST,MAJORINJURIES_DRIVER,MINORINJURIES_DRIVER,UNKNOWNINJURIES_DRIVER,FATAL_DRIVER,MAJORINJURIES_PEDESTRIAN,MINORINJURIES_PEDESTRIAN,UNKNOWNINJURIES_PEDESTRIAN,FATAL_PEDESTRIAN,TOTAL_VEHICLES,TOTAL_BICYCLES,TOTAL_PEDESTRIANS,PEDESTRIANSIMPAIRED,BICYCLISTSIMPAIRED,DRIVERSIMPAIRED,TOTAL_TAXIS,TOTAL_GOVERNMENT,SPEEDING_INVOLVED,NEARESTINTROUTEID,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,LOCATIONERROR,LASTUPDATEDATE,MPDLATITUDE,MPDLONGITUDE,MPDGEOX,MPDGEOY,BLOCKKEY,SUBBLOCKKEY,FATALPASSENGER,MAJORINJURIESPASSENGER,MINORINJURIESPASSENGER,UNKNOWNINJURIESPASSENGER,geometry,YEAR,index_right,OBJECTID_right,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
172089,167506162,24548493,13050833,2013-04-19T07:49:00+00:00,13081512,2945.62,0.02,7633.0,19600.0,2013-04-19T04:00:00+00:00,1970-01-01T00:00:00+00:00,900779,SOUTHERN AVE SE and  VALLEY TER SE,38.839981,-76.977246,401975.43,130242.96,Ward 8,{4FAC16C7-C846-46FE-8EF9-D95AF38A067A},SOUTHERN AVENUE SE AND VALLEY TERRACE SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13088732*1,Not Available,0.02,Northeast,,1970-01-01T00:00:00+00:00,,,,,915775fa980758e5766008c59d45025f,915775fa980758e5766008c59d45025f,0,0,0,0,POINT Z (-76.97724809481731 38.83998863132329 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172100,167506173,27229049,17031927,2017-02-25T04:42:08+00:00,12031982,2652.64,29.67,-9.0,28497.0,2017-02-24T05:00:00+00:00,1970-01-01T00:00:00+00:00,286203,1440 EASTERN AVENUE NE,38.909486,-76.931085,405961.157,137976.486,Ward 7,{AA9342CA-731B-4E69-BD7D-A884116DEC6B},1440 EASTERN AVENUE NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,47059572,Alley-47059572,22.66,Southeast,,1970-01-01T00:00:00+00:00,38.909486,-76.931085,405977.19,137960.49,f171b9dfa2295d05e1686f0806757b54,29eee3a7c4fc3ac8595ad7cba372d3a4,0,0,0,0,POINT Z (-76.93084485085352 38.90968233337178 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172105,167506178,24607632,13068185,2013-05-21T05:00:00+00:00,12031982,421.39,0.02,10047.0,10665.0,2013-05-21T04:00:00+00:00,1970-01-01T00:00:00+00:00,310675,"438 EASTERN AVENUE NE WASHINGTON, DC 20019",38.895282,-76.912482,407592.126,136385.198,Ward 7,{110B4307-5D4C-4BD6-8A80-58FD32462A07},438 EASTERN AVENUE NE,100.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12006222,62ND AVE NE,47.34,Southeast,,1970-01-01T00:00:00+00:00,,,,,adcff7fe599e8ed07653eb862076df53,adcff7fe599e8ed07653eb862076df53,0,0,0,0,POINT Z (-76.91248443475479 38.89528965394448 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172141,167506214,26641547,11139923,2011-09-23T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2011-09-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,905313,16TH ST NW and  FARRAGUT ST NW,38.950804,-77.036416,396843.42,142545.527,Ward 4,{DE686262-74A0-4C6D-ADED-5D880DC43832},16TH STREET NW AND FARRAGUT STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172147,167506220,28207982,19192539,2019-10-27T22:59:30+00:00,11031982,2589.66,4.92,,,2019-10-27T04:00:00+00:00,1970-01-01T00:00:00+00:00,256930,EASTERN AVENUE NW & PORTAL DRIVE NW,38.991022,-77.034964,396972.5,147015.56,Ward 4,{6873C052-5882-49BA-B968-DB5DA461B830},1500 PORTAL DRIVE NW,200.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11071562,PORTAL DR NW,2.75,Southeast,,1970-01-01T00:00:00+00:00,38.991022,-77.034964,396972.5,147015.56,06ec438ba9fdd2869a8a5cd4dfde208a,06ec438ba9fdd2869a8a5cd4dfde208a,0,0,0,0,POINT Z (-77.03492611798139 38.99106113156196 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172185,167506258,24544503,13050302,2013-04-18T05:00:00+00:00,Route not found,0.0,0.0,876.0,19641.0,2013-04-18T04:00:00+00:00,1970-01-01T00:00:00+00:00,243579,5040 1ST ST NW,38.951774,-77.011689,398986.753,142652.688,Ward 4,{E0934C2B-0378-415C-A9BB-D7F509245B05},5040 1ST STREET NW,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172193,167506266,26641680,11136281,2011-09-16T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2011-09-16T04:00:00+00:00,1970-01-01T00:00:00+00:00,303115,WHITNEY YOUNG MEMORIAL BRIDGE NE,38.889796,-76.964695,403062.972,135773.137,Ward 7,{D250CDFA-DD37-4532-842D-7E07181A982E},WHITNEY M YOUNG BRIDGE,87.38999939,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172230,167506303,26641755,11136015,2011-09-16T05:00:00+00:00,Route not found,0.0,0.0,,,2011-09-16T04:00:00+00:00,1970-01-01T00:00:00+00:00,301062,900 BRENTWOOD PARKWAY NE,38.917317,-76.995487,400391.42,138827.56,Ward 5,{6586BF9D-F448-4267-A0C1-37A1593EDB59},900 BRENTWOOD ROAD NE,91.43000031,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,1,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172235,167506308,26641768,11135034,2011-09-14T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2011-09-14T04:00:00+00:00,1970-01-01T00:00:00+00:00,802261,2500 Block Of SHERIDAN RD SE,38.860245,-76.993572,400557.922,132492.211,Ward 8,{B0B6AC8F-33C4-48F8-9F6F-926DCE5329C1},SHERIDAN ROAD SE FROM MARTIN LUTHER KING JR AVENUE SE TO BOWEN ROAD SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172239,167506312,26641778,11133647,2011-09-12T05:00:00+00:00,Route not found,0.0,0.0,-9.0,26293.0,2011-09-12T04:00:00+00:00,1970-01-01T00:00:00+00:00,241998,1600 16TH ST NW,38.911318,-77.037202,396773.469,138162.361,Ward 2,{BB1A3D03-E6EB-4A70-90EF-CD8196F45B47},1600 16TH STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172241,167506314,26641782,11132645,2011-09-10T05:00:00+00:00,Route not found,0.0,0.0,2204.0,298.0,2011-09-10T04:00:00+00:00,1970-01-01T00:00:00+00:00,232292,2500 GEORGIA AVE NW,38.922728,-77.022315,398064.933,139428.513,Ward 1,{5AB5ACFC-F964-45D8-BA8F-DF3732C64180},2500 GEORGIA AVENUE NW,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172269,167506342,26641827,11132486,2011-09-10T05:00:00+00:00,Route not found,0.0,0.0,3319.0,3912.0,2011-09-10T04:00:00+00:00,1970-01-01T00:00:00+00:00,903503,"NEW YORK AVE. NW AND H STREET, NW",38.89998,-77.030341,397368.109,136903.436,Ward 2,{F11FFFA4-DE84-463C-989D-55CBCF3EC6CF},NEW YORK AVENUE NW AND H STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172272,167506345,26641832,11135114,2011-09-14T05:00:00+00:00,Route not found,0.0,0.0,10792.0,11228.0,2011-09-14T04:00:00+00:00,1970-01-01T00:00:00+00:00,301201,1725  15TH ST. NE,38.913074,-76.981539,401601.068,138356.741,Ward 5,{F907CCC6-BBD0-4402-A8AD-82A1777658FE},1725 15TH STREET NE,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172308,167506381,26641892,11136614,2011-09-17T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2011-09-17T04:00:00+00:00,1970-01-01T00:00:00+00:00,805752,"700 BLOCK ""G"" STREET S.E.",38.881271,-76.995578,400383.7,134826.197,Ward 6,{E4F682D0-C094-4988-BD58-0732B50D26D3},G STREET SE FROM 7TH STREET SE TO 8TH STREET SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172313,167506386,25069038,14014142,2014-01-30T05:00:00+00:00,Route not found,0.0,0.0,-9.0,15687.0,2014-01-30T05:00:00+00:00,1970-01-01T00:00:00+00:00,913909,NEW YORK AVE NW and  NORTH CAPITOL ST NW,38.907302,-77.009191,399202.811,137715.903,Null,{5C90AAC5-C94A-4D6C-B8DB-DC869C5C0ABD},NEW YORK AVENUE NW AND NORTH CAPITOL STREET NW,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172330,167506403,26510862,11120420,2011-08-18T05:00:00+00:00,Route not found,0.0,0.0,0.0,0.0,2011-08-18T04:00:00+00:00,1970-01-01T00:00:00+00:00,151583,200 MALCOLM X AVENUE SE,38.845281,-77.003305,399713.089,130831.047,Ward 8,{B4B611CF-9D5E-45A9-86A0-CFC50193D35A},200 MALCOLM X AVENUE SE,100.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Unknown,Unknown,0.0,Unknown,Crash point too far away from centerline,1970-01-01T00:00:00+00:00,-9.0,-9.0,,,Unknown,Unknown,0,0,0,0,POINT Z (-8.999980060218483 -9.000000890507563 0),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172383,167506456,28448928,20092569,2020-06-25T00:58:12+00:00,13081512,3716.27,11.77,,,2020-06-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,49011,2302 SOUTHERN AVENUE SE,38.845008,-76.9708,402534.855,130801.103,Ward 8,{D96DE74E-49AC-4D9A-BC49-FE01FC9DC7C4},2302 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13002302,23RD ST SE,18.11,Northeast,,1970-01-01T00:00:00+00:00,38.845073,-76.970908,402521.64,130814.36,863c0c7d23a2f8889d83a9e86769978f,863c0c7d23a2f8889d83a9e86769978f,0,0,0,0,POINT Z (-76.97081455978763 38.84500564489527 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172469,167506542,28450973,20093578,2020-06-27T05:38:58+00:00,12031982,2699.32,0.01,,,2020-06-26T04:00:00+00:00,1970-01-01T00:00:00+00:00,904549,EASTERN AVENUE NE & ADDISON ROAD NE,38.910116,-76.931408,405949.09,138030.51,Ward 7,{7E0767BF-7A7E-4ECB-97EC-D76C1B8F7A10},EASTERN AVENUE NE AND ADDISON ROAD NE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12009132,ADDISON RD NE,0.01,Southeast,,1970-01-01T00:00:00+00:00,,,405949.09,138030.51,f171b9dfa2295d05e1686f0806757b54,ff385406f590711daecf400d30d402a4,0,0,0,1,POINT Z (-76.93141018023137 38.91012385938996 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172483,167506556,28450622,20093047,2020-06-26T09:31:39+00:00,13081512,1058.05,6.13,,,2020-06-25T04:00:00+00:00,1970-01-01T00:00:00+00:00,298229,880 SOUTHERN AVENUE SE,38.828611,-76.992477,400653.191,128980.568,Ward 8,{9E80732A-CBB4-4A7C-AF02-1E2213D0DFD5},880 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13081662,SOUTHVIEW DR SE,23.53,Northeast,,1970-01-01T00:00:00+00:00,38.828155,-76.992488,400666.96,128966.28,dbd75adc2d2b48d2b27732309c332071,fc81a9bf51de93885b2b876fe40bc332,0,0,0,0,POINT Z (-76.99244049689378 38.82812360519288 0),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172492,167506565,27348805,17106914,2017-06-24T15:48:27+00:00,13081512,5824.45,1.2,12061.0,12355.0,2017-06-23T04:00:00+00:00,1970-01-01T00:00:00+00:00,30453,3801 SOUTHERN AVE,38.861348,-76.949828,404354.511,132615.848,Ward 7,{59D643CF-A515-4690-94D4-C12F714FFB89},3810 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13083462,SUITLAND RD SE,11.02,Northeast,,1970-01-01T00:00:00+00:00,38.861356,-76.949837,,,61dd0a0b94c56e3c767bcde2d786a8cd,61dd0a0b94c56e3c767bcde2d786a8cd,0,0,0,0,POINT Z (-76.94982958674784 38.86135609920676 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172551,167506624,27189930,17009586,2017-01-18T02:49:40+00:00,12031982,3492.68,3.51,2906.0,943.0,2017-01-17T05:00:00+00:00,1970-01-01T00:00:00+00:00,40081,"EASTERN AVENUE NE & 37TH STREET NE
",38.932073,-76.959505,403513.625,140468.909,Ward 5,{8C288240-94F6-4538-A864-A74A3E1C5414},3117 CHESTNUT STREET NE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12003702,37TH ST NE,1.17,Southeast,,1970-01-01T00:00:00+00:00,38.932073,-76.959505,403512.78,140469.76,ca1fc9236b07522ad291b98ebbbb2ee1,ca1fc9236b07522ad291b98ebbbb2ee1,0,0,0,0,POINT Z (-76.95947849974193 38.93210310205055 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172557,167506630,24203275,12127677,2012-09-09T05:00:00+00:00,11092692,2479.64,0.03,4312.0,3581.0,2012-09-09T04:00:00+00:00,1970-01-01T00:00:00+00:00,264753,5600 WESTERN AVENUE NW,38.965303,-77.079951,393071.048,144157.45,Ward 3,{57936A9C-9791-41B7-AFEB-F7EBFAFBEC50},5601 WESTERN AVENUE NW,88.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11004102,41ST ST NW,51.61,Northeast,,1970-01-01T00:00:00+00:00,,,,,3e2731eda498d73385b685023c1792e6,3e2731eda498d73385b685023c1792e6,0,0,0,0,POINT Z (-77.07995307047663 38.96531060841469 0),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172577,167506650,25251928,15047165,2015-04-04T05:00:00+00:00,12031982,1604.93,0.03,11013.0,21364.0,2015-04-04T04:00:00+00:00,1970-01-01T00:00:00+00:00,82882,950 EASTERN AVE NE,38.903563,-76.923047,406674.901,137303.64,Ward 7,{78554239-4A17-4685-BDB1-431C9AD14B51},950 EASTERN AVENUE NE,100.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58020412,Driveway-58020412,67.19,Northwest,,1970-01-01T00:00:00+00:00,,,,,993a4b2eecca598e7ad4b9dd352b0e22,f3e77c1302769cdcb628a013d7403043,0,0,0,0,POINT Z (-76.92304904540562 38.9035709581759 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172781,167506854,26591687,09032246,2009-03-10T05:00:00+00:00,13081512,1708.88,0.01,5605.0,6145.0,2009-03-10T04:00:00+00:00,1970-01-01T00:00:00+00:00,23662,SOUTHERN AVE SE & WHEELER RD SE,38.832109,-76.987326,401100.424,129368.954,Ward 8,{C327E852-54E4-4B47-86BB-D547C341255D},4314 WHEELER ROAD SE,200.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13092882,WHEELER RD SE,0.02,Northeast,,1970-01-01T00:00:00+00:00,38.832109,-76.987326,,,03ceb30917e33f51246b9427451bf29a,03ceb30917e33f51246b9427451bf29a,0,0,0,0,POINT Z (-76.98732822998349 38.83211673244215 0),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172828,167506901,26591747,09027721,2009-02-28T05:00:00+00:00,0,0.0,0.0,3998.0,3037.0,2009-02-28T05:00:00+00:00,1970-01-01T00:00:00+00:00,294843,WESTERN AVE NW & WISCONSIN AVE NW,38.960783,-77.085733,392569.565,143656.15,Ward 3,{45B20768-94D3-477F-A7C2-10509CD3BC73},,200.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,Not Available,0.0,Northeast,,1970-01-01T00:00:00+00:00,38.960783,-77.085733,,,d0b38d2a96a35a119484051fac35867a,d0b38d2a96a35a119484051fac35867a,0,0,0,0,POINT Z (-77.08573535030104 38.96079078951708 0),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172829,167506902,26591748,09029563,1970-01-01T00:00:00+00:00,12031982,1604.93,0.03,11013.0,21364.0,2009-03-05T05:00:00+00:00,1970-01-01T00:00:00+00:00,82882,950 EASTERN AVE NE,38.903563,-76.923047,406674.901,137303.64,Ward 7,{0FB6E8F5-9CC6-4A65-BE46-729AFC552019},950 EASTERN AVENUE NE,100.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,58020412,Driveway-58020412,67.19,Northwest,,1970-01-01T00:00:00+00:00,,,,,993a4b2eecca598e7ad4b9dd352b0e22,f3e77c1302769cdcb628a013d7403043,0,0,0,0,POINT Z (-76.92304904540562 38.9035709581759 0),1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172863,167506936,28176189,19171135,2019-09-26T05:29:33+00:00,13081512,1708.88,0.01,,,2019-09-25T04:00:00+00:00,1970-01-01T00:00:00+00:00,23662,SOUTHERN AVENUE SE & WHEELER ROAD SE,38.832109,-76.987326,401100.43,129368.96,Ward 8,{1208F83E-08C5-4962-BB42-DE74EDD9A100},4314 WHEELER ROAD SE,200.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13092882,WHEELER RD SE,0.02,Northeast,,1970-01-01T00:00:00+00:00,38.832109,-76.987326,401100.43,129368.96,03ceb30917e33f51246b9427451bf29a,03ceb30917e33f51246b9427451bf29a,0,0,0,1,POINT Z (-76.98732822998349 38.83211673244215 0),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172873,167506946,25252865,15048118,2015-04-06T05:00:00+00:00,13063502,2888.42,0.04,6415.0,3270.0,2015-04-06T04:00:00+00:00,1970-01-01T00:00:00+00:00,903174,NAYLOR RD SE and  SOUTHERN AVE. SE,38.851926,-76.961965,403301.53,131569.37,Null,{2231211B-A110-4EE6-AB98-C3FC5534851A},NAYLOR ROAD SE AND SOUTHERN AVENUE SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13081512,SOUTHERN AVE SE,0.0,West,,1970-01-01T00:00:00+00:00,,,,,f33575654e48f558e5a4e7daa91d447b,f33575654e48f558e5a4e7daa91d447b,0,0,0,0,POINT Z (-76.96196724896053 38.85193339921032 0),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172904,167506977,24494609,13035452,2013-03-19T05:00:00+00:00,12031982,8990.47,0.02,6205.0,1954.0,2013-03-19T04:00:00+00:00,1970-01-01T00:00:00+00:00,3679,EASTERN AVE NE & NEW HAMPSHIRE AVE NE,38.965691,-77.002471,399785.885,144197.568,Ward 4,{A51690C2-3F6C-4CFD-9846-9024072535A4},6216 NEW HAMPSHIRE AVENUE NE,200.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12064222,NEW HAMPSHIRE AVE NE,0.02,Northwest,,1970-01-01T00:00:00+00:00,38.965691,-77.002471,,,6df0b9039a3ef291b7abb01c341f0ea6,6df0b9039a3ef291b7abb01c341f0ea6,0,0,0,0,POINT Z (-77.00247313022001 38.9656989143342 0),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172906,167506979,26591763,08030154,2009-03-06T05:00:00+00:00,13081512,5028.74,0.06,10634.0,11087.0,2009-03-06T05:00:00+00:00,1970-01-01T00:00:00+00:00,812386,3300 BLK SOUTHERN AVE SE,38.855943,-76.956773,403752.013,132015.457,Ward 7,{2B3363EA-DD03-472A-A1A1-6851DD9C56A6},SOUTHERN AVENUE SE FROM WEST FAIRHILL DRIVE SE TO ERIE STREET SE,100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13033602,ERIE ST SE,43.85,Southwest,,1970-01-01T00:00:00+00:00,,,,,d52df392281b92129c3fa5126fdaeef7,d52df392281b92129c3fa5126fdaeef7,0,0,0,0,POINT Z (-76.95677474608409 38.85595036215199 0),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172989,167507062,27460961,17177264,2017-10-13T01:33:22+00:00,13081512,6094.6,23.38,6978.0,16580.0,2017-10-12T04:00:00+00:00,1970-01-01T00:00:00+00:00,145749,4100 SOUTHERN AVENUE SE,38.86322,-76.947426,404562.823,132823.741,Ward 7,{93C510F3-0099-4E26-B4F1-B534362E7C08},3926 SOUTHERN AVENUE SE,200.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47030762,Alley-47030762,35.18,Northeast,,1970-01-01T00:00:00+00:00,38.86337,-76.947615,404813.08,133103.59,fc8884e05314c079942c821c498fb8c1,2b834afcb5aebc52f9188acabb2f55fa,0,0,0,0,POINT Z (-76.94742805811362 38.86322783024099 0),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
